timestamp,temperature,humidity(%),latency(ms),throughput(bytes/sec),packet_loss(%),rssi(dBm)
2025-05-12 | 22:21:12,31.3,66.3,0.335205078125,0.054,0.0,-58
2025-05-12 | 22:21:14,31.3,66.4,0.312255859375,0.054,0.0,-58
2025-05-12 | 22:21:15,31.3,66.4,0.265380859375,0.054,0.0,-59
2025-05-12 | 22:21:27,31.3,66.3,0.149658203125,0.054,0.0,-59
2025-05-12 | 22:21:29,31.3,66.3,0.16650390625,0.054,0.0,-58
2025-05-12 | 22:21:31,31.3,66.4,0.2177734375,0.054,0.0,-59
2025-05-12 | 22:21:33,31.3,66.2,0.190185546875,0.054,0.0,-59
2025-05-12 | 22:21:36,31.3,66.3,0.23291015625,0.054,0.0,-59
2025-05-12 | 22:21:38,31.3,66.2,0.2333984375,0.054,0.0,-58
2025-05-12 | 22:21:40,31.3,66.3,0.2333984375,0.054,0.0,-59
2025-05-12 | 22:21:42,31.3,66.3,0.25048828125,0.054,0.0,-58
2025-05-12 | 22:21:44,31.4,66.3,0.20166015625,0.054,0.0,-59
2025-05-12 | 22:21:46,31.3,66.2,0.2412109375,0.054,0.0,-59
2025-05-12 | 22:21:48,31.3,66.3,0.2509765625,0.054,0.0,-59
2025-05-12 | 22:21:50,31.3,66.4,0.234375,0.054,0.0,-58
2025-05-12 | 22:21:52,31.3,66.5,0.337158203125,0.054,0.0,-59
2025-05-12 | 22:21:56,31.3,66.3,0.256591796875,0.054,0.0,-59
2025-05-12 | 22:21:59,31.3,66.4,0.316162109375,0.054,0.0,-59
2025-05-12 | 22:22:01,31.3,66.5,0.21923828125,0.054,0.0,-58
2025-05-12 | 22:22:04,31.3,66.3,0.235595703125,0.054,0.0,-59
2025-05-12 | 22:22:06,31.4,66.4,0.22705078125,0.054,0.0,-57
2025-05-12 | 22:22:08,31.3,66.4,0.212890625,0.054,0.0,-59
2025-05-12 | 22:22:10,31.3,66.5,0.2880859375,0.054,0.0,-58
2025-05-12 | 22:22:12,31.3,66.4,0.264892578125,0.054,0.0,-59
2025-05-12 | 22:22:14,31.3,66.4,0.26611328125,0.054,0.0,-58
2025-05-12 | 22:22:20,31.3,66.4,0.31591796875,0.054,0.0,-58
2025-05-12 | 22:22:22,31.3,66.3,0.243896484375,0.054,0.0,-59
2025-05-12 | 22:22:25,31.3,66.4,0.245849609375,0.054,0.0,-59
2025-05-12 | 22:22:27,31.3,66.3,0.26416015625,0.054,0.0,-58
2025-05-12 | 22:22:29,31.3,66.2,0.26611328125,0.054,0.0,-59
2025-05-12 | 22:22:31,31.3,66.2,0.25244140625,0.054,0.0,-59
2025-05-12 | 22:22:33,31.3,66.2,0.26953125,0.054,0.0,-59
2025-05-12 | 22:22:35,31.3,66.1,0.239013671875,0.054,0.0,-59
2025-05-12 | 22:22:38,31.3,66.2,0.239013671875,0.054,0.0,-58
2025-05-12 | 22:22:40,31.3,66.2,0.22314453125,0.054,0.0,-59
2025-05-12 | 22:22:42,31.3,66.1,0.235595703125,0.054,0.0,-59
2025-05-12 | 22:22:44,31.3,66.2,0.235595703125,0.054,0.0,-59
2025-05-12 | 22:22:46,31.3,66.2,0.22412109375,0.054,0.0,-58
2025-05-12 | 22:22:48,31.3,66.2,0.224609375,0.054,0.0,-58
2025-05-12 | 22:22:56,31.3,66.1,0.300537109375,0.054,0.0,-59
2025-05-12 | 22:23:00,31.3,65.9,0.162109375,0.054,0.0,-58
2025-05-12 | 22:23:01,31.3,65.9,0.236572265625,0.054,0.0,-59
2025-05-12 | 22:23:07,31.3,65.8,0.408203125,0.054,0.0,-58
2025-05-12 | 22:23:11,31.3,65.7,0.228515625,0.054,0.0,-59
2025-05-12 | 22:23:13,31.3,65.6,0.16357421875,0.054,0.0,-58
2025-05-12 | 22:23:15,31.3,65.5,0.143798828125,0.054,0.0,-58
2025-05-12 | 22:23:17,31.3,65.4,0.23486328125,0.054,0.0,-59
2025-05-12 | 22:23:19,31.3,65.4,0.18994140625,0.054,0.0,-58
2025-05-12 | 22:23:23,31.3,65.4,0.31103515625,0.054,0.0,-58
2025-05-12 | 22:23:25,31.3,65.5,0.33544921875,0.054,0.0,-59
2025-05-12 | 22:23:27,31.3,65.3,0.325927734375,0.054,0.0,-58
2025-05-12 | 22:23:29,31.3,65.3,0.330078125,0.054,0.0,-59
2025-05-12 | 22:23:31,31.3,65.3,0.3466796875,0.054,0.0,-59
2025-05-12 | 22:23:33,31.3,65.4,0.331787109375,0.054,0.0,-59
2025-05-12 | 22:23:35,31.3,65.4,0.32958984375,0.054,0.0,-58
2025-05-12 | 22:23:39,31.3,65.5,0.310546875,0.054,0.0,-58
2025-05-12 | 22:23:55,31.3,65.8,0.31298828125,0.054,0.0,-58
2025-05-12 | 22:23:56,31.3,65.8,0.193359375,0.054,0.0,-59
2025-05-12 | 22:23:59,31.3,65.9,0.236572265625,0.054,0.0,-59
2025-05-12 | 22:24:00,31.3,66.0,0.259033203125,0.054,0.0,-59
2025-05-12 | 22:24:03,31.3,66.0,0.3134765625,0.054,0.0,-59
2025-05-12 | 22:24:07,31.3,66.0,0.314697265625,0.054,0.0,-59
2025-05-12 | 22:24:11,31.3,66.1,0.310302734375,0.054,0.0,-59
2025-05-12 | 22:24:13,31.3,66.1,0.260498046875,0.054,0.0,-59
2025-05-12 | 22:24:16,31.4,66.0,0.355224609375,0.054,0.0,-58
2025-05-12 | 22:24:20,31.3,66.1,0.2333984375,0.054,0.0,-58
2025-05-12 | 22:24:21,31.3,66.0,0.230712890625,0.054,0.0,-58
2025-05-12 | 22:24:23,31.4,66.0,0.17529296875,0.054,0.0,-59
2025-05-12 | 22:24:28,31.3,66.0,0.157470703125,0.054,0.0,-59
2025-05-12 | 22:24:34,31.3,66.2,0.23486328125,0.054,0.0,-59
2025-05-12 | 22:24:44,31.3,66.5,0.21337890625,0.054,0.0,-59
2025-05-12 | 22:24:47,31.4,66.5,0.268310546875,0.054,0.0,-59
2025-05-12 | 22:24:49,31.3,66.4,0.267822265625,0.054,0.0,-59
2025-05-12 | 22:24:52,31.3,66.4,0.401611328125,0.054,0.0,-59
2025-05-12 | 22:24:56,31.3,66.1,0.28125,0.054,0.0,-58
2025-05-12 | 22:24:57,31.3,66.0,0.174560546875,0.054,0.0,-58
2025-05-12 | 22:25:00,31.3,65.9,0.243408203125,0.054,0.0,-57
2025-05-12 | 22:25:01,31.3,65.9,0.3232421875,0.054,0.0,-59
2025-05-12 | 22:25:04,31.3,65.9,0.24609375,0.054,0.0,-59
2025-05-12 | 22:25:05,31.3,65.8,0.21240234375,0.054,0.0,-59
2025-05-12 | 22:25:07,31.3,65.8,0.264404296875,0.054,0.0,-58
2025-05-12 | 22:25:10,31.3,65.7,0.2685546875,0.054,0.0,-58
2025-05-12 | 22:25:19,31.3,65.3,0.35595703125,0.054,0.0,-58
2025-05-12 | 22:25:22,31.3,65.4,0.319091796875,0.054,0.0,-59
2025-05-12 | 22:25:34,31.3,65.3,0.234619140625,0.054,0.0,-59
2025-05-12 | 22:25:36,31.3,65.4,0.235595703125,0.054,0.0,-58
2025-05-12 | 22:25:39,31.3,65.3,0.248046875,0.054,0.0,-59
2025-05-12 | 22:25:41,31.3,65.4,0.251953125,0.054,0.0,-59
2025-05-12 | 22:25:43,31.3,65.4,0.341552734375,0.054,0.0,-59
2025-05-12 | 22:25:45,31.3,65.4,0.263916015625,0.054,0.0,-58
2025-05-12 | 22:25:54,31.3,65.5,0.237548828125,0.054,0.0,-58
2025-05-12 | 22:25:56,31.3,65.5,0.32080078125,0.054,0.0,-58
2025-05-12 | 22:25:59,31.3,65.5,0.162109375,0.054,0.0,-59
2025-05-12 | 22:26:01,31.3,65.4,0.148193359375,0.054,0.0,-58
2025-05-12 | 22:26:03,31.3,65.4,0.164794921875,0.054,0.0,-58
2025-05-12 | 22:26:05,31.3,65.5,0.239990234375,0.054,0.0,-58
2025-05-12 | 22:26:07,31.4,65.3,0.283935546875,0.054,0.0,-58
2025-05-12 | 22:26:09,31.3,65.3,0.3134765625,0.054,0.0,-58
2025-05-12 | 22:26:11,31.3,65.2,0.548095703125,0.054,0.0,-59
2025-05-12 | 22:26:13,31.3,65.3,0.227783203125,0.054,0.0,-59
2025-05-12 | 22:26:16,31.3,65.2,0.235595703125,0.054,0.0,-59
2025-05-12 | 22:26:20,31.3,65.2,0.319580078125,0.054,0.0,-59
2025-05-12 | 22:26:22,31.3,65.1,0.316162109375,0.054,0.0,-59
2025-05-12 | 22:26:24,31.3,65.1,0.321533203125,0.054,0.0,-58
2025-05-12 | 22:26:26,31.3,65.0,0.31591796875,0.054,0.0,-58
2025-05-12 | 22:26:28,31.3,65.0,0.450439453125,0.054,0.0,-58
2025-05-12 | 22:26:30,31.3,65.0,0.3203125,0.054,0.0,-58
2025-05-12 | 22:26:32,31.4,64.9,0.240478515625,0.054,0.0,-59
2025-05-12 | 22:26:34,31.3,65.0,0.3095703125,0.054,0.0,-59
2025-05-12 | 22:26:44,31.3,65.1,0.291259765625,0.054,0.0,-58
2025-05-12 | 22:26:46,31.3,65.1,0.21337890625,0.054,0.0,-59
2025-05-12 | 22:26:49,31.3,64.9,0.259033203125,0.054,0.0,-59
2025-05-12 | 22:26:51,31.3,65.1,0.319580078125,0.054,0.0,-58
2025-05-12 | 22:26:53,31.3,65.0,0.31103515625,0.054,0.0,-59
2025-05-12 | 22:26:56,31.3,65.0,0.31494140625,0.054,0.0,-59
2025-05-12 | 22:27:00,31.3,65.0,0.28369140625,0.054,0.0,-59
2025-05-12 | 22:27:02,31.3,65.1,0.240478515625,0.054,0.0,-58
2025-05-12 | 22:27:04,31.3,65.3,0.31982421875,0.054,0.0,-59
2025-05-12 | 22:27:06,31.3,65.1,0.321044921875,0.054,0.0,-59
2025-05-12 | 22:27:08,31.3,65.3,0.31494140625,0.054,0.0,-59
2025-05-12 | 22:27:10,31.3,65.1,0.258056640625,0.054,0.0,-58
2025-05-12 | 22:27:12,31.3,65.2,0.242431640625,0.054,0.0,-59
2025-05-12 | 22:27:14,31.3,65.0,0.15966796875,0.054,0.0,-59
2025-05-12 | 22:27:16,31.3,65.1,0.14208984375,0.054,0.0,-59
2025-05-12 | 22:27:21,31.3,64.9,0.320068359375,0.054,0.0,-58
2025-05-12 | 22:27:23,31.3,64.9,0.25732421875,0.054,0.0,-58
2025-05-12 | 22:27:25,31.3,64.9,0.291015625,0.054,0.0,-58
2025-05-12 | 22:27:28,31.3,64.9,0.314697265625,0.054,0.0,-59
2025-05-12 | 22:27:30,31.3,65.1,0.187255859375,0.054,0.0,-58
2025-05-12 | 22:27:32,31.4,65.0,0.305908203125,0.054,0.0,-59
2025-05-12 | 22:27:34,31.3,65.1,0.16015625,0.054,0.0,-59
2025-05-12 | 22:27:36,31.3,64.9,0.264404296875,0.054,0.0,-59
2025-05-12 | 22:27:38,31.3,65.0,0.3173828125,0.054,0.0,-59
2025-05-12 | 22:27:43,31.3,65.4,0.3134765625,0.054,0.0,-58
2025-05-12 | 22:27:45,31.3,65.5,0.346435546875,0.054,0.0,-59
2025-05-12 | 22:27:49,31.3,65.8,0.32177734375,0.054,0.0,-58
2025-05-12 | 22:27:51,31.3,66.0,0.317138671875,0.054,0.0,-59
2025-05-12 | 22:27:54,31.3,66.0,0.330322265625,0.054,0.0,-59
2025-05-12 | 22:27:56,31.3,66.0,0.299560546875,0.054,0.0,-59
2025-05-12 | 22:27:58,31.3,66.0,0.2666015625,0.054,0.0,-59
2025-05-12 | 22:28:00,31.3,66.0,0.259033203125,0.054,0.0,-58
2025-05-12 | 22:28:03,31.3,66.0,0.225341796875,0.054,0.0,-58
2025-05-12 | 22:28:04,31.3,66.0,0.1962890625,0.054,0.0,-59
2025-05-12 | 22:28:07,31.3,66.1,0.2724609375,0.054,0.0,-59
2025-05-12 | 22:28:09,31.3,66.0,0.26416015625,0.054,0.0,-58
2025-05-12 | 22:28:12,31.3,65.8,0.311767578125,0.054,0.0,-59
2025-05-12 | 22:28:16,31.3,66.1,0.281982421875,0.054,0.0,-59
2025-05-12 | 22:28:17,31.3,66.0,0.276123046875,0.054,0.0,-58
2025-05-12 | 22:28:20,31.3,65.8,0.33349609375,0.054,0.0,-59
2025-05-12 | 22:28:24,31.3,66.0,0.240966796875,0.054,0.0,-56
2025-05-12 | 22:28:30,31.3,65.8,0.33349609375,0.054,0.0,-57
2025-05-12 | 22:28:35,31.3,66.0,0.215087890625,0.054,0.0,-58
2025-05-12 | 22:28:37,31.3,65.9,0.266357421875,0.054,0.0,-57
2025-05-12 | 22:28:40,31.3,66.0,0.225830078125,0.054,0.0,-57
2025-05-12 | 22:28:42,31.3,66.0,0.25927734375,0.054,0.0,-58
2025-05-12 | 22:28:44,31.3,65.9,0.44384765625,0.054,0.0,-57
2025-05-12 | 22:28:46,31.3,65.9,0.26513671875,0.054,0.0,-56
2025-05-12 | 22:28:48,31.3,66.0,0.242431640625,0.054,0.0,-57
2025-05-12 | 22:28:50,31.3,65.8,0.292236328125,0.054,0.0,-58
2025-05-12 | 22:28:52,31.3,66.0,0.26708984375,0.054,0.0,-57
2025-05-12 | 22:28:54,31.3,66.0,0.248046875,0.054,0.0,-58
2025-05-12 | 22:28:57,31.3,65.9,0.225341796875,0.054,0.0,-58
2025-05-12 | 22:28:59,31.3,65.9,0.225830078125,0.054,0.0,-58
2025-05-12 | 22:29:02,31.3,66.0,0.169189453125,0.054,0.0,-57
2025-05-12 | 22:29:04,31.3,66.0,0.1708984375,0.054,0.0,-56
2025-05-12 | 22:29:06,31.3,66.0,0.250732421875,0.054,0.0,-58
2025-05-12 | 22:29:08,31.3,65.9,0.269775390625,0.054,0.0,-57
2025-05-12 | 22:29:10,31.3,66.0,0.331298828125,0.054,0.0,-57
2025-05-12 | 22:29:21,31.3,65.8,0.322021484375,0.054,0.0,-57
2025-05-12 | 22:29:26,31.3,65.6,0.332275390625,0.054,0.0,-56
2025-05-12 | 22:29:29,31.3,65.4,0.32763671875,0.054,0.0,-57
2025-05-12 | 22:29:33,31.3,65.4,0.331298828125,0.054,0.0,-58
2025-05-12 | 22:29:35,31.3,65.3,0.330322265625,0.054,0.0,-56
2025-05-12 | 22:29:37,31.3,65.4,0.32373046875,0.054,0.0,-57
2025-05-12 | 22:29:39,31.3,65.4,0.326904296875,0.054,0.0,-58
2025-05-12 | 22:29:43,31.3,65.3,0.330810546875,0.054,0.0,-57
2025-05-12 | 22:29:48,31.3,65.3,0.3115234375,0.054,0.0,-57
2025-05-12 | 22:29:50,31.3,65.4,0.311279296875,0.054,0.0,-58
2025-05-12 | 22:30:01,31.3,65.4,0.322021484375,0.054,0.0,-59
2025-05-12 | 22:30:16,31.3,66.3,0.30712890625,0.054,0.0,-59
2025-05-12 | 22:30:18,31.3,66.3,0.33447265625,0.054,0.0,-60
2025-05-12 | 22:30:20,31.3,66.3,0.322021484375,0.054,0.0,-60
2025-05-12 | 22:30:22,31.3,66.2,0.2705078125,0.054,0.0,-59
2025-05-12 | 22:30:24,31.3,66.3,0.1982421875,0.054,0.0,-59
2025-05-12 | 22:30:26,31.3,66.3,0.281982421875,0.054,0.0,-59
2025-05-12 | 22:30:28,31.3,66.4,0.264892578125,0.054,0.0,-60
2025-05-12 | 22:30:42,31.3,66.3,0.2880859375,0.054,0.0,-60
2025-05-12 | 22:30:47,31.3,66.3,0.318603515625,0.054,0.0,-59
2025-05-12 | 22:30:49,31.3,66.2,0.312744140625,0.054,0.0,-58
2025-05-12 | 22:30:51,31.3,66.3,0.36376953125,0.054,0.0,-58
2025-05-12 | 22:30:54,31.3,66.2,0.385009765625,0.054,0.0,-60
2025-05-12 | 22:30:56,31.3,66.2,0.331787109375,0.054,0.0,-59
2025-05-12 | 22:30:58,31.3,66.2,0.3310546875,0.054,0.0,-60
2025-05-12 | 22:31:01,31.3,66.3,0.237060546875,0.054,0.0,-59
2025-05-12 | 22:31:02,31.3,66.3,0.269287109375,0.054,0.0,-60
2025-05-12 | 22:31:04,31.3,66.4,0.327880859375,0.054,0.0,-60
2025-05-12 | 22:31:06,31.3,66.2,0.182373046875,0.054,0.0,-59
2025-05-12 | 22:31:08,31.2,66.3,0.261474609375,0.054,0.0,-59
2025-05-12 | 22:31:10,31.3,66.2,0.263427734375,0.054,0.0,-59
2025-05-12 | 22:31:12,31.3,66.2,0.41455078125,0.054,0.0,-60
2025-05-12 | 22:31:15,31.3,66.2,0.266357421875,0.054,0.0,-59
2025-05-12 | 22:31:17,31.3,66.2,0.232177734375,0.054,0.0,-59
2025-05-12 | 22:31:19,31.3,66.1,0.273193359375,0.054,0.0,-59
2025-05-12 | 22:31:21,31.3,66.1,0.238037109375,0.054,0.0,-60
2025-05-12 | 22:31:23,31.3,66.1,0.213134765625,0.054,0.0,-60
2025-05-12 | 22:31:25,31.3,66.3,0.181884765625,0.054,0.0,-59
2025-05-12 | 22:31:27,31.3,66.2,0.26708984375,0.054,0.0,-59
2025-05-12 | 22:31:29,31.3,66.3,0.265869140625,0.054,0.0,-59
2025-05-12 | 22:31:31,31.3,66.3,0.26708984375,0.054,0.0,-59
2025-05-12 | 22:31:33,31.3,66.1,0.314208984375,0.054,0.0,-59
2025-05-12 | 22:31:36,31.3,66.2,0.31298828125,0.054,0.0,-59
2025-05-12 | 22:31:38,31.3,66.2,0.418212890625,0.054,0.0,-59
2025-05-12 | 22:31:43,31.3,66.2,0.272216796875,0.054,0.0,-59
2025-05-12 | 22:31:45,31.3,66.1,0.172607421875,0.054,0.0,-60
2025-05-12 | 22:31:49,31.3,65.9,0.159423828125,0.054,0.0,-59
2025-05-12 | 22:31:53,31.3,65.7,0.350830078125,0.054,0.0,-60
2025-05-12 | 22:31:58,31.3,65.5,0.5458984375,0.054,0.0,-60
2025-05-12 | 22:32:00,31.3,65.5,0.250732421875,0.054,0.0,-59
2025-05-12 | 22:32:02,31.3,65.4,0.238037109375,0.054,0.0,-60
2025-05-12 | 22:32:04,31.3,65.4,0.168701171875,0.054,0.0,-60
2025-05-12 | 22:32:06,31.3,65.4,0.169189453125,0.054,0.0,-58
2025-05-12 | 22:32:08,31.3,65.4,0.216064453125,0.054,0.0,-60
2025-05-12 | 22:32:10,31.3,65.4,0.215576171875,0.054,0.0,-59
2025-05-12 | 22:32:12,31.3,65.2,0.277099609375,0.054,0.0,-60
2025-05-12 | 22:32:16,31.3,65.3,0.3193359375,0.054,0.0,-60
2025-05-12 | 22:32:18,31.3,65.4,0.271728515625,0.054,0.0,-59
2025-05-12 | 22:32:20,31.3,65.5,0.225341796875,0.054,0.0,-59
2025-05-12 | 22:32:22,31.3,65.4,0.33154296875,0.054,0.0,-60
2025-05-12 | 22:32:25,31.3,65.7,0.29541015625,0.054,0.0,-60
2025-05-12 | 22:32:30,31.3,65.5,0.23779296875,0.054,0.0,-60
2025-05-12 | 22:32:32,31.3,65.5,0.240478515625,0.054,0.0,-59
2025-05-12 | 22:32:35,31.3,65.5,0.319091796875,0.054,0.0,-59
2025-05-12 | 22:32:37,31.3,65.4,0.318359375,0.054,0.0,-59
2025-05-12 | 22:32:44,31.3,65.7,0.2568359375,0.054,0.0,-59
2025-05-12 | 22:32:46,31.3,65.9,0.28369140625,0.054,0.0,-60
2025-05-12 | 22:32:50,31.3,66.0,0.323486328125,0.054,0.0,-59
2025-05-12 | 22:32:54,31.3,66.1,0.28515625,0.054,0.0,-59
2025-05-12 | 22:32:58,31.3,66.3,0.406494140625,0.054,0.0,-59
2025-05-12 | 22:33:09,31.3,66.2,0.321533203125,0.054,0.0,-60
2025-05-12 | 22:33:11,31.3,66.2,0.324462890625,0.054,0.0,-58
2025-05-12 | 22:33:13,31.3,66.1,0.331298828125,0.054,0.0,-59
2025-05-12 | 22:33:15,31.3,66.1,0.289306640625,0.054,0.0,-58
2025-05-12 | 22:33:26,31.3,66.0,0.3349609375,0.054,0.0,-59
2025-05-12 | 22:33:28,31.3,66.2,0.296875,0.054,0.0,-57
2025-05-12 | 22:33:30,31.3,66.1,0.33203125,0.054,0.0,-59
2025-05-12 | 22:33:32,31.3,66.1,0.312255859375,0.054,0.0,-59
2025-05-12 | 22:33:34,31.3,66.1,0.1171875,0.054,0.0,-59
2025-05-12 | 22:33:36,31.3,66.2,0.1171875,0.054,0.0,-59
2025-05-12 | 22:33:38,31.3,66.1,0.1240234375,0.054,0.0,-58
2025-05-12 | 22:33:41,31.3,66.0,0.323974609375,0.054,0.0,-58
2025-05-12 | 22:33:44,31.3,66.0,0.253662109375,0.054,0.0,-59
2025-05-12 | 22:33:46,31.3,65.9,0.339599609375,0.054,0.0,-59
2025-05-12 | 22:33:48,31.3,65.9,0.329345703125,0.054,0.0,-59
2025-05-12 | 22:34:05,31.3,65.9,0.157958984375,0.054,0.0,-58
2025-05-12 | 22:34:07,31.3,65.8,0.1181640625,0.054,0.0,-58
2025-05-12 | 22:34:10,31.3,65.8,0.28271484375,0.054,0.0,-59
2025-05-12 | 22:34:12,31.3,65.7,0.314453125,0.054,0.0,-58
2025-05-12 | 22:34:14,31.3,65.8,0.40185546875,0.054,0.0,-58
2025-05-12 | 22:34:16,31.3,65.8,0.331298828125,0.054,0.0,-59
2025-05-12 | 22:34:18,31.3,65.8,0.23779296875,0.054,0.0,-59
2025-05-12 | 22:34:20,31.3,65.9,0.311767578125,0.054,0.0,-59
2025-05-12 | 22:34:22,31.4,65.9,0.22607421875,0.054,0.0,-58
2025-05-12 | 22:34:24,31.3,65.9,0.257568359375,0.054,0.0,-59
2025-05-12 | 22:34:26,31.4,66.0,0.24072265625,0.054,0.0,-59
2025-05-12 | 22:34:28,31.3,66.0,0.31396484375,0.054,0.0,-59
2025-05-12 | 22:34:31,31.3,65.8,0.296875,0.054,0.0,-59
2025-05-12 | 22:34:33,31.3,65.9,0.31640625,0.054,0.0,-59
2025-05-12 | 22:34:35,31.3,65.8,0.348876953125,0.054,0.0,-58
2025-05-12 | 22:34:37,31.3,65.6,0.33251953125,0.054,0.0,-59
2025-05-12 | 22:34:40,31.3,65.6,0.312744140625,0.054,0.0,-59
2025-05-12 | 22:34:42,31.3,65.6,0.31396484375,0.054,0.0,-59
2025-05-12 | 22:34:45,31.3,65.6,0.317626953125,0.054,0.0,-59
2025-05-12 | 22:34:47,31.3,65.8,0.379150390625,0.054,0.0,-59
2025-05-12 | 22:34:50,31.3,66.0,0.363037109375,0.054,0.0,-59
2025-05-12 | 22:34:52,31.3,65.8,0.254150390625,0.054,0.0,-59
2025-05-12 | 22:34:54,31.3,65.7,0.298828125,0.054,0.0,-59
2025-05-12 | 22:34:56,31.3,65.9,0.292724609375,0.054,0.0,-60
2025-05-12 | 22:34:58,31.3,65.8,0.227783203125,0.054,0.0,-59
2025-05-12 | 22:35:00,31.3,65.7,0.233642578125,0.054,0.0,-58
2025-05-12 | 22:35:03,31.3,65.8,0.259521484375,0.054,0.0,-60
2025-05-12 | 22:35:05,31.3,65.8,0.29150390625,0.054,0.0,-59
2025-05-12 | 22:35:07,31.3,65.8,0.23291015625,0.054,0.0,-59
2025-05-12 | 22:35:09,31.3,65.6,0.416748046875,0.054,0.0,-59
2025-05-12 | 22:35:11,31.3,65.6,0.223876953125,0.054,0.0,-59
2025-05-12 | 22:35:13,31.3,65.6,0.23583984375,0.054,0.0,-59
2025-05-12 | 22:35:16,31.3,65.6,0.3125,0.054,0.0,-57
2025-05-12 | 22:35:18,31.3,65.5,0.240966796875,0.054,0.0,-59
2025-05-12 | 22:35:20,31.3,65.6,0.269287109375,0.054,0.0,-58
2025-05-12 | 22:35:22,31.3,65.7,0.240478515625,0.054,0.0,-59
2025-05-12 | 22:35:24,31.3,65.9,0.22265625,0.054,0.0,-59
2025-05-12 | 22:35:26,31.3,65.8,0.320068359375,0.054,0.0,-60
2025-05-12 | 22:35:28,31.3,66.1,0.29296875,0.054,0.0,-59
2025-05-12 | 22:35:30,31.3,66.0,0.249755859375,0.054,0.0,-59
2025-05-12 | 22:35:33,31.3,66.0,0.29150390625,0.054,0.0,-59
2025-05-12 | 22:35:35,31.3,65.9,0.23779296875,0.054,0.0,-58
2025-05-12 | 22:35:36,31.3,66.0,0.188232421875,0.054,0.0,-58
2025-05-12 | 22:35:38,31.3,66.0,0.179443359375,0.054,0.0,-59
2025-05-12 | 22:35:40,31.3,66.2,0.198486328125,0.054,0.0,-59
2025-05-12 | 22:35:45,31.4,66.1,0.333251953125,0.054,0.0,-59
2025-05-12 | 22:35:48,31.3,66.2,0.31396484375,0.054,0.0,-59
2025-05-12 | 22:35:49,31.3,66.1,0.189208984375,0.054,0.0,-60
2025-05-12 | 22:35:52,31.3,66.1,0.32177734375,0.054,0.0,-59
2025-05-12 | 22:35:56,31.3,66.0,0.31494140625,0.054,0.0,-59
2025-05-12 | 22:35:58,31.3,65.9,0.31298828125,0.054,0.0,-59
2025-05-12 | 22:35:59,31.3,65.8,0.198974609375,0.054,0.0,-59
2025-05-12 | 22:36:03,31.3,65.8,0.3134765625,0.054,0.0,-59
2025-05-12 | 22:36:05,31.3,65.7,0.39501953125,0.054,0.0,-59
2025-05-12 | 22:36:07,31.3,65.8,0.243408203125,0.054,0.0,-58
2025-05-12 | 22:36:09,31.3,65.7,0.2392578125,0.054,0.0,-59
2025-05-12 | 22:36:22,31.3,65.3,0.267578125,0.054,0.0,-58
2025-05-12 | 22:36:25,31.3,65.3,0.224365234375,0.054,0.0,-58
2025-05-12 | 22:36:29,31.3,65.4,0.335205078125,0.054,0.0,-59
2025-05-12 | 22:36:32,31.3,65.4,0.225341796875,0.054,0.0,-59
2025-05-12 | 22:36:33,31.3,65.4,0.273681640625,0.054,0.0,-60
2025-05-12 | 22:36:36,31.3,65.5,0.162841796875,0.054,0.0,-58
2025-05-12 | 22:36:37,31.3,65.5,0.1240234375,0.054,0.0,-59
2025-05-12 | 22:36:41,31.3,65.7,0.356689453125,0.054,0.0,-59
2025-05-12 | 22:36:43,31.3,65.8,0.34619140625,0.054,0.0,-59
2025-05-12 | 22:36:46,31.3,65.8,0.323974609375,0.054,0.0,-58
2025-05-12 | 22:36:48,31.3,66.0,0.237060546875,0.054,0.0,-59
2025-05-12 | 22:36:50,31.3,66.1,0.220947265625,0.054,0.0,-59
2025-05-12 | 22:36:55,31.3,66.1,0.315673828125,0.054,0.0,-59
2025-05-12 | 22:36:59,31.3,66.2,0.241455078125,0.054,0.0,-59
2025-05-12 | 22:37:04,31.3,66.1,0.330322265625,0.054,0.0,-59
2025-05-12 | 22:37:08,31.3,66.2,0.32275390625,0.054,0.0,-58
2025-05-12 | 22:37:09,31.3,66.1,0.268310546875,0.054,0.0,-59
2025-05-12 | 22:37:12,31.3,66.0,0.32080078125,0.054,0.0,-59
2025-05-12 | 22:37:13,31.3,66.0,0.229248046875,0.054,0.0,-60
2025-05-12 | 22:37:24,31.3,65.6,0.2216796875,0.054,0.0,-58
2025-05-12 | 22:37:26,31.3,65.6,0.266357421875,0.054,0.0,-59
2025-05-12 | 22:37:29,31.3,65.6,0.3193359375,0.054,0.0,-58
2025-05-12 | 22:37:38,31.3,65.8,0.364501953125,0.054,0.0,-58
2025-05-12 | 22:37:40,31.3,65.9,0.32177734375,0.054,0.0,-59
2025-05-12 | 22:37:42,31.3,66.0,0.274658203125,0.054,0.0,-59
2025-05-12 | 22:37:44,31.3,65.9,0.3740234375,0.054,0.0,-59
2025-05-12 | 22:37:47,31.3,65.9,0.468505859375,0.054,0.0,-60
2025-05-12 | 22:37:51,31.3,66.0,0.23583984375,0.054,0.0,-59
2025-05-12 | 22:37:54,31.3,65.9,0.314208984375,0.054,0.0,-59
2025-05-12 | 22:37:56,31.3,65.9,0.239501953125,0.054,0.0,-59
2025-05-12 | 22:37:58,31.3,65.8,0.242431640625,0.054,0.0,-59
2025-05-12 | 22:38:00,31.3,66.1,0.225830078125,0.054,0.0,-59
