Column,mse,rmse,mae
temperature,0.8430816831974552,0.9181947958888981,0.8110474185502442
humidity(%),50.074046061702944,7.076301722065202,6.12299520061745
latency(ms),0.0007215342576778348,0.026861389719778736,0.02078316700040765
rssi(dBm),2.3340327676328396,1.5277541581134184,1.1829481917372284
