Column,mse,rmse,mae
temperature,0.8446079609711611,0.9190255496835553,0.811042571140097
humidity(%),54.992937963863014,7.4157223494318485,6.377288598498492
latency(ms),0.00046768620970960513,0.021626053956041197,0.01628051263260324
rssi(dBm),2.327705154308291,1.5256818653665287,1.185342663800121
